#  JMA2001 + Density + Attenuation
#
#  The original JMA2001 velocity strucuture model (Ueno, et al., 2002)
#  used in hypocentral determination by Japan Meteorological Agency 
#  contains depth, P-wave velocity adn S-wave velocity.
#  Mass density and intrinsic attenuation factors are obtained from 
#  empirical relationships summarized in Brocher (2008; J Seismol.)
#  Note that the velocities of deep structure (>270 km for density and
#  >420 km for attenuation) exceeds the limiation of the empirical formula.
#  Please use it with caution for deep-focus earthquake. 
#
#   depth(km)   rho(g/cc)   vp(km/s)    vs(km/s)       Qp       Qs
# ------------------------------------------------------------------
    411.0000      3.6641      8.9770      4.9730   1777.5065    888.7533
    411.5000      3.6650      8.9790      4.9750   1779.3593    889.6796
    412.0000      3.6662      8.9820      4.9760   1780.2862    890.1431
    412.5000      3.6674      8.9850      4.9780   1782.1413    891.0706
    413.0000      3.6686      8.9880      4.9800   1783.9979    891.9989
    413.5000      3.6698      8.9910      4.9810   1784.9268    892.4634
    414.0000      3.6711      8.9940      4.9830   1786.7857    893.3929
    414.5000      3.6723      8.9970      4.9840   1787.7158    893.8579
    415.0000      3.6735      9.0000      4.9860   1789.5771    894.7885
    415.5000      3.6743      9.0020      4.9870   1790.5083    895.2541
    416.0000      3.6755      9.0050      4.9890   1792.3719    896.1860
    416.5000      3.6768      9.0080      4.9910   1794.2371    897.1186
    417.0000      3.6780      9.0110      4.9920   1795.1703    897.5852
    417.5000      3.6792      9.0140      4.9940   1797.0379    898.5189
    418.0000      3.6804      9.0170      4.9960   1798.9070    899.4535
    418.5000      3.6816      9.0200      4.9970   1799.8422    899.9211
    419.0000      3.6829      9.0230      4.9990   1801.7136    900.8568
    419.5000      3.6841      9.0260      5.0010   1803.5867    901.7933
    420.0000      3.6853      9.0290      5.0020   1804.5238    902.2619
    420.5000      3.6870      9.0330      5.0040   1806.3992    903.1996
    421.0000      3.6882      9.0360      5.0060   1808.2761    904.1381
    421.5000      3.6894      9.0390      5.0080   1810.1547    905.0773
    422.0000      3.6906      9.0420      5.0090   1811.0945    905.5473
    422.5000      3.6919      9.0450      5.0110   1812.9754    906.4877
    423.0000      3.6935      9.0490      5.0130   1814.8579    907.4289
    423.5000      3.6947      9.0520      5.0150   1816.7419    908.3710
    424.0000      3.6960      9.0550      5.0170   1818.6275    909.3138
    424.5000      3.6972      9.0580      5.0180   1819.5709    909.7855
    425.0000      3.6984      9.0610      5.0200   1821.4589    910.7295
    425.5000      3.7001      9.0650      5.0220   1823.3485    911.6742
    426.0000      3.7013      9.0680      5.0240   1825.2396    912.6198
    426.5000      3.7025      9.0710      5.0250   1826.1858    913.0929
    427.0000      3.7038      9.0740      5.0270   1828.0793    914.0396
    427.5000      3.7050      9.0770      5.0290   1829.9744    914.9872
    428.0000      3.7066      9.0810      5.0310   1831.8710    915.9355
    428.5000      3.7079      9.0840      5.0330   1833.7693    916.8846
    429.0000      3.7091      9.0870      5.0340   1834.7190    917.3595
    429.5000      3.7103      9.0900      5.0360   1836.6196    918.3098
    430.0000      3.7120      9.0940      5.0380   1838.5218    919.2609
    430.5000      3.7132      9.0970      5.0400   1840.4256    920.2128
    431.0000      3.7144      9.1000      5.0420   1842.3309    921.1655
    431.5000      3.7157      9.1030      5.0430   1843.2842    921.6421
    432.0000      3.7173      9.1070      5.0450   1845.1920    922.5960
    432.5000      3.7186      9.1100      5.0470   1847.1013    923.5506
    433.0000      3.7198      9.1130      5.0490   1849.0122    924.5061
    433.5000      3.7210      9.1160      5.0500   1849.9683    924.9841
    434.0000      3.7227      9.1200      5.0530   1852.8388    926.4194
    434.5000      3.7239      9.1230      5.0540   1853.7965    926.8982
    435.0000      3.7252      9.1260      5.0560   1855.7129    927.8565
    435.5000      3.7268      9.1300      5.0580   1857.6310    928.8155
    436.0000      3.7281      9.1330      5.0600   1859.5507    929.7753
    436.5000      3.7293      9.1360      5.0610   1860.5111    930.2555
    437.0000      3.7305      9.1390      5.0630   1862.4332    931.2166
    437.5000      3.7322      9.1430      5.0650   1864.3568    932.1784
    438.0000      3.7334      9.1460      5.0670   1866.2820    933.1410
    438.5000      3.7347      9.1490      5.0690   1868.2089    934.1044
    439.0000      3.7363      9.1530      5.0710   1870.1373    935.0687
    439.5000      3.7376      9.1560      5.0730   1872.0673    936.0337
    440.0000      3.7388      9.1590      5.0740   1873.0329    936.5165
    440.5000      3.7405      9.1630      5.0760   1874.9654    937.4827
    441.0000      3.7417      9.1660      5.0780   1876.8994    938.4497
    441.5000      3.7430      9.1690      5.0800   1878.8350    939.4175
    442.0000      3.7446      9.1730      5.0820   1880.7722    940.3861
    442.5000      3.7459      9.1760      5.0840   1882.7111    941.3555
    443.0000      3.7471      9.1790      5.0850   1883.6811    941.8405
    443.5000      3.7488      9.1830      5.0880   1886.5935    943.2968
    444.0000      3.7500      9.1860      5.0890   1887.5651    943.7826
    444.5000      3.7517      9.1900      5.0910   1889.5096    944.7548
    445.0000      3.7529      9.1930      5.0930   1891.4556    945.7278
    445.5000      3.7542      9.1960      5.0950   1893.4033    946.7016
    446.0000      3.7558      9.2000      5.0970   1895.3525    947.6763
    446.5000      3.7571      9.2030      5.0990   1897.3034    948.6517
    447.0000      3.7587      9.2070      5.1010   1899.2558    949.6279
    447.5000      3.7600      9.2100      5.1020   1900.2327    950.1163
    448.0000      3.7617      9.2140      5.1050   1903.1656    951.5828
    448.5000      3.7629      9.2170      5.1060   1904.1441    952.0720
    449.0000      3.7646      9.2210      5.1090   1907.0818    953.5409
    449.5000      3.7658      9.2240      5.1100   1908.0619    954.0309
    450.0000      3.7675      9.2280      5.1120   1910.0232    955.0116
    450.5000      3.7687      9.2310      5.1140   1911.9861    955.9931
    451.0000      3.7704      9.2350      5.1160   1913.9507    956.9753
    451.5000      3.7717      9.2380      5.1180   1915.9168    957.9584
    452.0000      3.7733      9.2420      5.1200   1917.8846    958.9423
    452.5000      3.7746      9.2450      5.1220   1919.8540    959.9270
    453.0000      3.7763      9.2490      5.1240   1921.8250    960.9125
    453.5000      3.7775      9.2520      5.1260   1923.7977    961.8988
    454.0000      3.7792      9.2560      5.1280   1925.7719    962.8860
    454.5000      3.7809      9.2600      5.1300   1927.7478    963.8739
    455.0000      3.7821      9.2630      5.1320   1929.7253    964.8626
    455.5000      3.7838      9.2670      5.1340   1931.7044    965.8522
    456.0000      3.7851      9.2700      5.1360   1933.6851    966.8426
    456.5000      3.7867      9.2740      5.1380   1935.6675    967.8337
    457.0000      3.7884      9.2780      5.1400   1937.6515    968.8257
    457.5000      3.7897      9.2810      5.1420   1939.6371    969.8185
    458.0000      3.7913      9.2850      5.1440   1941.6243    970.8121
    458.5000      3.7930      9.2890      5.1460   1943.6131    971.8066
    459.0000      3.7943      9.2920      5.1480   1945.6036    972.8018
    459.5000      3.7960      9.2960      5.1500   1947.5957    973.7979
    460.0000      3.7972      9.2990      5.1520   1949.5895    974.7947
    460.5000      3.7989      9.3030      5.1540   1951.5848    975.7924
    461.0000      3.8006      9.3070      5.1560   1953.5818    976.7909
    461.5000      3.8019      9.3100      5.1580   1955.5804    977.7902
    462.0000      3.8035      9.3140      5.1600   1957.5807    978.7903
    462.5000      3.8048      9.3170      5.1620   1959.5826    979.7913
    463.0000      3.8065      9.3210      5.1640   1961.5861    980.7930
    463.5000      3.8082      9.3250      5.1660   1963.5912    981.7956
    464.0000      3.8094      9.3280      5.1680   1965.5980    982.7990
    464.5000      3.8111      9.3320      5.1700   1967.6065    983.8032
    465.0000      3.8128      9.3360      5.1720   1969.6165    984.8083
    465.5000      3.8141      9.3390      5.1740   1971.6282    985.8141
    466.0000      3.8158      9.3430      5.1760   1973.6415    986.8208
    466.5000      3.8174      9.3470      5.1780   1975.6565    987.8283
    467.0000      3.8191      9.3510      5.1810   1978.6820    989.3410
    467.5000      3.8204      9.3540      5.1820   1979.6914    989.8457
    468.0000      3.8221      9.3580      5.1840   1981.7113    990.8556
    468.5000      3.8238      9.3620      5.1870   1984.7442    992.3721
    469.0000      3.8255      9.3660      5.1890   1986.7682    993.3841
    469.5000      3.8267      9.3690      5.1910   1988.7938    994.3969
    470.0000      3.8284      9.3730      5.1930   1990.8211    995.4105
    470.5000      3.8301      9.3770      5.1950   1992.8500    996.4250
    471.0000      3.8318      9.3810      5.1970   1994.8806    997.4403
    471.5000      3.8331      9.3840      5.1990   1996.9128    998.4564
    472.0000      3.8348      9.3880      5.2010   1998.9467    999.4733
    472.5000      3.8365      9.3920      5.2030   2000.9822   1000.4911
    473.0000      3.8382      9.3960      5.2060   2004.0385   1002.0193
    473.5000      3.8399      9.4000      5.2080   2006.0782   1003.0391
    474.0000      3.8416      9.4040      5.2100   2008.1195   1004.0597
    474.5000      3.8429      9.4070      5.2120   2010.1624   1005.0812
    475.0000      3.8446      9.4110      5.2140   2012.2070   1006.1035
    475.5000      3.8463      9.4150      5.2160   2014.2533   1007.1266
    476.0000      3.8480      9.4190      5.2180   2016.3012   1008.1506
    476.5000      3.8497      9.4230      5.2200   2018.3507   1009.1754
    477.0000      3.8509      9.4260      5.2220   2020.4019   1010.2010
    477.5000      3.8526      9.4300      5.2240   2022.4548   1011.2274
    478.0000      3.8543      9.4340      5.2270   2025.5372   1012.7686
    478.5000      3.8560      9.4380      5.2290   2027.5942   1013.7971
    479.0000      3.8578      9.4420      5.2310   2029.6529   1014.8264
    479.5000      3.8595      9.4460      5.2330   2031.7132   1015.8566
    480.0000      3.8607      9.4490      5.2350   2033.7752   1016.8876
    480.5000      3.8629      9.4540      5.2380   2036.8713   1018.4357
    481.0000      3.8646      9.4580      5.2400   2038.9374   1019.4687
    481.5000      3.8663      9.4620      5.2420   2041.0053   1020.5026
    482.0000      3.8680      9.4660      5.2440   2043.0747   1021.5374
    482.5000      3.8697      9.4700      5.2470   2046.1821   1023.0910
    483.0000      3.8714      9.4740      5.2490   2048.2557   1024.1279
    483.5000      3.8731      9.4780      5.2510   2050.3310   1025.1655
    484.0000      3.8748      9.4820      5.2530   2052.4080   1026.2040
    484.5000      3.8765      9.4860      5.2550   2054.4866   1027.2433
    485.0000      3.8783      9.4900      5.2580   2057.6077   1028.8039
    485.5000      3.8795      9.4930      5.2590   2058.6489   1029.3245
    486.0000      3.8813      9.4970      5.2610   2060.7326   1030.3663
    486.5000      3.8830      9.5010      5.2640   2063.8612   1031.9306
    487.0000      3.8847      9.5050      5.2660   2065.9490   1032.9745
    487.5000      3.8864      9.5090      5.2680   2068.0385   1034.0193
    488.0000      3.8881      9.5130      5.2700   2070.1297   1035.0649
    488.5000      3.8894      9.5160      5.2720   2072.2226   1036.1113
    489.0000      3.8911      9.5200      5.2740   2074.3171   1037.1586
    489.5000      3.8928      9.5240      5.2760   2076.4133   1038.2067
    490.0000      3.8946      9.5280      5.2790   2079.5608   1039.7804
    490.5000      3.8959      9.5310      5.2800   2080.6108   1040.3054
    491.0000      3.8976      9.5350      5.2830   2083.7633   1041.8816
    491.5000      3.8993      9.5390      5.2850   2085.8670   1042.9335
    492.0000      3.9006      9.5420      5.2860   2086.9195   1043.4598
    492.5000      3.9023      9.5460      5.2890   2090.0796   1045.0398
    493.0000      3.9040      9.5500      5.2910   2092.1884   1046.0942
    493.5000      3.9053      9.5530      5.2930   2094.2989   1047.1495
    494.0000      3.9070      9.5570      5.2950   2096.4111   1048.2055
    494.5000      3.9083      9.5600      5.2960   2097.4678   1048.7339
    495.0000      3.9101      9.5640      5.2990   2100.6405   1050.3203
    495.5000      3.9118      9.5680      5.3010   2102.7578   1051.3789
    496.0000      3.9131      9.5710      5.3020   2103.8170   1051.9085
    496.5000      3.9148      9.5750      5.3050   2106.9973   1053.4986
    497.0000      3.9161      9.5780      5.3060   2108.0582   1054.0291
    497.5000      3.9178      9.5820      5.3090   2111.2436   1055.6218
    498.0000      3.9191      9.5850      5.3100   2112.3062   1056.1531
    498.5000      3.9209      9.5890      5.3120   2114.4328   1057.2164
    499.0000      3.9222      9.5920      5.3140   2116.5610   1058.2805
    499.5000      3.9239      9.5960      5.3160   2118.6909   1059.3454
    500.0000      3.9252      9.5990      5.3180   2120.8225   1060.4112
    500.5000      3.9269      9.6030      5.3200   2122.9558   1061.4779
    501.0000      3.9282      9.6060      5.3220   2125.0908   1062.5454
    501.5000      3.9295      9.6090      5.3240   2127.2275   1063.6137
    502.0000      3.9308      9.6120      5.3250   2128.2965   1064.1482
    502.5000      3.9321      9.6150      5.3270   2130.4357   1065.2179
    503.0000      3.9334      9.6180      5.3290   2132.5766   1066.2883
    503.5000      3.9351      9.6220      5.3310   2134.7193   1067.3596
    504.0000      3.9365      9.6250      5.3320   2135.7912   1067.8956
    504.5000      3.9378      9.6280      5.3340   2137.9364   1068.9682
    505.0000      3.9395      9.6320      5.3360   2140.0833   1070.0416
    505.5000      3.9408      9.6350      5.3380   2142.2319   1071.1159
    506.0000      3.9421      9.6380      5.3400   2144.3822   1072.1911
    506.5000      3.9438      9.6420      5.3420   2146.5342   1073.2671
    507.0000      3.9451      9.6450      5.3430   2147.6108   1073.8054
    507.5000      3.9469      9.6490      5.3460   2150.8433   1075.4216
    508.0000      3.9482      9.6520      5.3470   2151.9216   1075.9608
    508.5000      3.9499      9.6560      5.3500   2155.1592   1077.5796
    509.0000      3.9512      9.6590      5.3510   2156.2392   1078.1196
    509.5000      3.9530      9.6630      5.3530   2158.4006   1079.2003
    510.0000      3.9543      9.6660      5.3550   2160.5637   1080.2818
    510.5000      3.9560      9.6700      5.3570   2162.7285   1081.3642
    511.0000      3.9573      9.6730      5.3590   2164.8950   1082.4475
    511.5000      3.9591      9.6770      5.3610   2167.0632   1083.5316
    512.0000      3.9608      9.6810      5.3630   2169.2331   1084.6165
    512.5000      3.9621      9.6840      5.3650   2171.4047   1085.7024
    513.0000      3.9639      9.6880      5.3670   2173.5781   1086.7890
    513.5000      3.9656      9.6920      5.3700   2176.8413   1088.4206
    514.0000      3.9669      9.6950      5.3710   2177.9299   1088.9649
    514.5000      3.9687      9.6990      5.3730   2180.1084   1090.0542
    515.0000      3.9704      9.7030      5.3760   2183.3793   1091.6897
    515.5000      3.9717      9.7060      5.3770   2184.4705   1092.2352
    516.0000      3.9735      9.7100      5.3800   2187.7466   1093.8733
    516.5000      3.9752      9.7140      5.3820   2189.9328   1094.9664
    517.0000      3.9765      9.7170      5.3830   2191.0266   1095.5133
    517.5000      3.9783      9.7210      5.3860   2194.3104   1097.1552
    518.0000      3.9800      9.7250      5.3880   2196.5018   1098.2509
    518.5000      3.9813      9.7280      5.3890   2197.5981   1098.7991
    519.0000      3.9831      9.7320      5.3920   2200.8897   1100.4448
    519.5000      3.9849      9.7360      5.3940   2203.0862   1101.5431
    520.0000      3.9862      9.7390      5.3960   2205.2845   1102.6423
    520.5000      3.9884      9.7440      5.3980   2207.4845   1103.7423
    521.0000      3.9901      9.7480      5.4010   2210.7877   1105.3939
    521.5000      3.9919      9.7520      5.4030   2212.9920   1106.4960
    522.0000      3.9936      9.7560      5.4050   2215.1981   1107.5990
    522.5000      3.9954      9.7600      5.4070   2217.4058   1108.7029
    523.0000      3.9971      9.7640      5.4090   2219.6153   1109.8077
    523.5000      3.9989      9.7680      5.4120   2222.9328   1111.4664
    524.0000      4.0007      9.7720      5.4140   2225.1466   1112.5733
    524.5000      4.0024      9.7760      5.4160   2227.3622   1113.6811
    525.0000      4.0042      9.7800      5.4180   2229.5795   1114.7897
    525.5000      4.0059      9.7840      5.4200   2231.7985   1115.8993
    526.0000      4.0073      9.7870      5.4220   2234.0193   1117.0096
    526.5000      4.0090      9.7910      5.4240   2236.2418   1118.1209
    527.0000      4.0108      9.7950      5.4270   2239.5787   1119.7894
    527.5000      4.0121      9.7980      5.4280   2240.6919   1120.3460
    528.0000      4.0139      9.8020      5.4300   2242.9196   1121.4598
    528.5000      4.0152      9.8050      5.4320   2245.1491   1122.5745
    529.0000      4.0170      9.8090      5.4340   2247.3803   1123.6901
    529.5000      4.0183      9.8120      5.4360   2249.6132   1124.8066
    530.0000      4.0200      9.8160      5.4380   2251.8478   1125.9239
    530.5000      4.0214      9.8190      5.4400   2254.0842   1127.0421
    531.0000      4.0231      9.8230      5.4420   2256.3224   1128.1612
    531.5000      4.0245      9.8260      5.4440   2258.5623   1129.2811
    532.0000      4.0258      9.8290      5.4450   2259.6829   1129.8414
    532.5000      4.0276      9.8330      5.4480   2263.0473   1131.5236
    533.0000      4.0289      9.8360      5.4490   2264.1696   1132.0848
    533.5000      4.0302      9.8390      5.4510   2266.4156   1133.2078
    534.0000      4.0315      9.8420      5.4530   2268.6634   1134.3317
    534.5000      4.0329      9.8450      5.4540   2269.7879   1134.8939
    535.0000      4.0346      9.8490      5.4570   2273.1641   1136.5820
    535.5000      4.0360      9.8520      5.4580   2274.2904   1137.1452
    536.0000      4.0373      9.8550      5.4600   2276.5442   1138.2721
    536.5000      4.0386      9.8580      5.4610   2277.6718   1138.8359
    537.0000      4.0400      9.8610      5.4630   2279.9283   1139.9641
    537.5000      4.0413      9.8640      5.4650   2282.1865   1141.0933
    538.0000      4.0426      9.8670      5.4660   2283.3163   1141.6582
    538.5000      4.0440      9.8700      5.4680   2285.5772   1142.7886
    539.0000      4.0453      9.8730      5.4700   2287.8398   1143.9199
    539.5000      4.0466      9.8760      5.4710   2288.9718   1144.4859
    540.0000      4.0480      9.8790      5.4730   2291.2370   1145.6185
    540.5000      4.0493      9.8820      5.4750   2293.5040   1146.7520
    541.0000      4.0506      9.8850      5.4760   2294.6382   1147.3191
    541.5000      4.0520      9.8880      5.4780   2296.9078   1148.4539
    542.0000      4.0528      9.8900      5.4790   2298.0433   1149.0217
    542.5000      4.0542      9.8930      5.4810   2300.3156   1150.1578
    543.0000      4.0555      9.8960      5.4830   2302.5896   1151.2948
    543.5000      4.0568      9.8990      5.4840   2303.7273   1151.8637
    544.0000      4.0577      9.9010      5.4850   2304.8654   1152.4327
    544.5000      4.0591      9.9040      5.4870   2307.1430   1153.5715
    545.0000      4.0604      9.9070      5.4890   2309.4223   1154.7111
    545.5000      4.0617      9.9100      5.4900   2310.5626   1155.2813
    546.0000      4.0631      9.9130      5.4920   2312.8446   1156.4223
    546.5000      4.0644      9.9160      5.4940   2315.1283   1157.5641
    547.0000      4.0658      9.9190      5.4950   2316.2708   1158.1354
    547.5000      4.0671      9.9220      5.4970   2318.5572   1159.2786
    548.0000      4.0684      9.9250      5.4990   2320.8453   1160.4227
    548.5000      4.0698      9.9280      5.5000   2321.9900   1160.9950
    549.0000      4.0711      9.9310      5.5020   2324.2808   1162.1404
    549.5000      4.0724      9.9340      5.5040   2326.5734   1163.2867
    550.0000      4.0738      9.9370      5.5050   2327.7203   1163.8602
    550.5000      4.0751      9.9400      5.5070   2330.0155   1165.0078
    551.0000      4.0765      9.9430      5.5090   2332.3125   1166.1562
    551.5000      4.0778      9.9460      5.5100   2333.4616   1166.7308
    552.0000      4.0791      9.9490      5.5120   2335.7613   1167.8806
    552.5000      4.0805      9.9520      5.5140   2338.0627   1169.0313
    553.0000      4.0818      9.9550      5.5150   2339.2140   1169.6070
    553.5000      4.0832      9.9580      5.5170   2341.5181   1170.7590
    554.0000      4.0845      9.9610      5.5190   2343.8239   1171.9119
    554.5000      4.0859      9.9640      5.5200   2344.9775   1172.4887
    555.0000      4.0876      9.9680      5.5220   2347.2860   1173.6430
    555.5000      4.0890      9.9710      5.5240   2349.5962   1174.7981
    556.0000      4.0903      9.9740      5.5260   2351.9083   1175.9541
    556.5000      4.0917      9.9770      5.5270   2353.0649   1176.5325
    557.0000      4.0930      9.9800      5.5290   2355.3796   1177.6898
    557.5000      4.0944      9.9830      5.5310   2357.6961   1178.8481
    558.0000      4.0962      9.9870      5.5330   2360.0144   1180.0072
    558.5000      4.0975      9.9900      5.5350   2362.3344   1181.1672
    559.0000      4.0989      9.9930      5.5360   2363.4951   1181.7476
    559.5000      4.1002      9.9960      5.5380   2365.8178   1182.9089
    560.0000      4.1020     10.0000      5.5400   2368.1423   1184.0711
    560.5000      4.1033     10.0030      5.5420   2370.4686   1185.2343
    561.0000      4.1047     10.0060      5.5430   2371.6324   1185.8162
    561.5000      4.1060     10.0090      5.5450   2373.9613   1186.9807
    562.0000      4.1074     10.0120      5.5470   2376.2920   1188.1460
    562.5000      4.1087     10.0150      5.5480   2377.4581   1188.7290
    563.0000      4.1101     10.0180      5.5500   2379.7915   1189.8957
    563.5000      4.1119     10.0220      5.5520   2382.1267   1191.0633
    564.0000      4.1132     10.0250      5.5540   2384.4636   1192.2318
    564.5000      4.1146     10.0280      5.5560   2386.8024   1193.4012
    565.0000      4.1159     10.0310      5.5570   2387.9725   1193.9862
    565.5000      4.1177     10.0350      5.5600   2391.4853   1195.7426
    566.0000      4.1191     10.0380      5.5610   2392.6571   1196.3286
    566.5000      4.1205     10.0410      5.5630   2395.0022   1197.5011
    567.0000      4.1218     10.0440      5.5650   2397.3490   1198.6745
    567.5000      4.1236     10.0480      5.5670   2399.6976   1199.8488
    568.0000      4.1250     10.0510      5.5680   2400.8726   1200.4363
    568.5000      4.1263     10.0540      5.5700   2403.2239   1201.6119
    569.0000      4.1277     10.0570      5.5720   2405.5770   1202.7885
    569.5000      4.1295     10.0610      5.5740   2407.9318   1203.9659
    570.0000      4.1308     10.0640      5.5760   2410.2885   1205.1443
    570.5000      4.1322     10.0670      5.5770   2411.4675   1205.7338
    571.0000      4.1340     10.0710      5.5800   2415.0073   1207.5036
    571.5000      4.1354     10.0740      5.5810   2416.1881   1208.0940
    572.0000      4.1367     10.0770      5.5830   2418.5511   1209.2755
    572.5000      4.1381     10.0800      5.5840   2419.7332   1209.8666
    573.0000      4.1399     10.0840      5.5870   2423.2824   1211.6412
    573.5000      4.1412     10.0870      5.5880   2424.4664   1212.2332
    574.0000      4.1426     10.0900      5.5900   2426.8356   1213.4178
    574.5000      4.1444     10.0940      5.5920   2429.2067   1214.6033
    575.0000      4.1458     10.0970      5.5940   2431.5796   1215.7898
    575.5000      4.1471     10.1000      5.5960   2433.9542   1216.9771
    576.0000      4.1485     10.1030      5.5970   2435.1423   1217.5711
    576.5000      4.1503     10.1070      5.5990   2437.5196   1218.7598
    577.0000      4.1517     10.1100      5.6010   2439.8988   1219.9494
    577.5000      4.1530     10.1130      5.6030   2442.2798   1221.1399
    578.0000      4.1548     10.1170      5.6050   2444.6626   1222.3313
    578.5000      4.1562     10.1200      5.6070   2447.0472   1223.5236
    579.0000      4.1576     10.1230      5.6080   2448.2402   1224.1201
    579.5000      4.1589     10.1260      5.6100   2450.6275   1225.3138
    580.0000      4.1603     10.1290      5.6120   2453.0167   1226.5083
    580.5000      4.1621     10.1330      5.6140   2455.4076   1227.7038
    581.0000      4.1639     10.1370      5.6160   2457.8004   1228.9002
    581.5000      4.1653     10.1400      5.6180   2460.1949   1230.0975
    582.0000      4.1671     10.1440      5.6200   2462.5913   1231.2957
    582.5000      4.1685     10.1470      5.6220   2464.9895   1232.4947
    583.0000      4.1699     10.1500      5.6230   2466.1893   1233.0946
    583.5000      4.1717     10.1540      5.6250   2468.5902   1234.2951
    584.0000      4.1730     10.1570      5.6270   2470.9929   1235.4965
    584.5000      4.1744     10.1600      5.6290   2473.3974   1236.6987
    585.0000      4.1762     10.1640      5.6310   2475.8038   1237.9019
    585.5000      4.1776     10.1670      5.6330   2478.2120   1239.1060
    586.0000      4.1790     10.1700      5.6340   2479.4168   1239.7084
    586.5000      4.1803     10.1730      5.6360   2481.8277   1240.9138
    587.0000      4.1817     10.1760      5.6380   2484.2404   1242.1202
    587.5000      4.1831     10.1790      5.6390   2485.4474   1242.7237
    588.0000      4.1845     10.1820      5.6410   2487.8629   1243.9314
    588.5000      4.1858     10.1850      5.6430   2490.2802   1245.1401
    589.0000      4.1872     10.1880      5.6440   2491.4895   1245.7447
    589.5000      4.1886     10.1910      5.6460   2493.9095   1246.9548
    590.0000      4.1899     10.1940      5.6480   2496.3313   1248.1657
    590.5000      4.1913     10.1970      5.6490   2497.5429   1248.7715
    591.0000      4.1927     10.2000      5.6510   2499.9675   1249.9838
    591.5000      4.1941     10.2030      5.6530   2502.3939   1251.1970
    592.0000      4.1954     10.2060      5.6540   2503.6078   1251.8039
    592.5000      4.1968     10.2090      5.6560   2506.0369   1253.0185
    593.0000      4.1982     10.2120      5.6580   2508.4679   1254.2339
    593.5000      4.1996     10.2150      5.6590   2509.6841   1254.8420
    594.0000      4.2005     10.2170      5.6600   2510.9007   1255.4503
    594.5000      4.2018     10.2200      5.6620   2513.3353   1256.6677
    595.0000      4.2032     10.2230      5.6640   2515.7718   1257.8859
    595.5000      4.2046     10.2260      5.6650   2516.9907   1258.4953
    596.0000      4.2055     10.2280      5.6660   2518.2101   1259.1050
    596.5000      4.2069     10.2310      5.6680   2520.6502   1260.3251
    597.0000      4.2083     10.2340      5.6700   2523.0921   1261.5461
    597.5000      4.2092     10.2360      5.6710   2524.3138   1262.1569
    598.0000      4.2106     10.2390      5.6730   2526.7585   1263.3792
    598.5000      4.2119     10.2420      5.6740   2527.9815   1263.9908
    599.0000      4.2129     10.2440      5.6750   2529.2050   1264.6025
    599.5000      4.2142     10.2470      5.6770   2531.6534   1265.8267
    600.0000      4.2156     10.2500      5.6790   2534.1036   1267.0518
    600.5000      4.2165     10.2520      5.6800   2535.3294   1267.6647
    601.0000      4.2175     10.2540      5.6810   2536.5556   1268.2778
    601.5000      4.2184     10.2560      5.6820   2537.7823   1268.8912
    602.0000      4.2198     10.2590      5.6840   2540.2371   1270.1186
    602.5000      4.2207     10.2610      5.6850   2541.4652   1270.7326
    603.0000      4.2221     10.2640      5.6860   2542.6938   1271.3469
    603.5000      4.2230     10.2660      5.6880   2545.1522   1272.5761
    604.0000      4.2239     10.2680      5.6890   2546.3822   1273.1911
    604.5000      4.2253     10.2710      5.6900   2547.6125   1273.8063
    605.0000      4.2262     10.2730      5.6910   2548.8434   1274.4217
    605.5000      4.2276     10.2760      5.6930   2551.3065   1275.6532
    606.0000      4.2285     10.2780      5.6940   2552.5387   1276.2693
    606.5000      4.2299     10.2810      5.6960   2555.0045   1277.5023
    607.0000      4.2308     10.2830      5.6970   2556.2381   1278.1191
    607.5000      4.2322     10.2860      5.6990   2558.7068   1279.3534
    608.0000      4.2331     10.2880      5.7000   2559.9417   1279.9709
    608.5000      4.2345     10.2910      5.7010   2561.1772   1280.5886
    609.0000      4.2354     10.2930      5.7020   2562.4131   1281.2066
    609.5000      4.2368     10.2960      5.7040   2564.8863   1282.4432
    610.0000      4.2378     10.2980      5.7050   2566.1236   1283.0618
    610.5000      4.2391     10.3010      5.7070   2568.5996   1284.2998
    611.0000      4.2401     10.3030      5.7080   2569.8383   1284.9192
    611.5000      4.2415     10.3060      5.7100   2572.3171   1286.1585
    612.0000      4.2424     10.3080      5.7110   2573.5571   1286.7786
    612.5000      4.2438     10.3110      5.7120   2574.7977   1287.3988
    613.0000      4.2447     10.3130      5.7140   2577.2801   1288.6401
    613.5000      4.2461     10.3160      5.7150   2578.5221   1289.2610
    614.0000      4.2475     10.3190      5.7170   2581.0073   1290.5036
    614.5000      4.2484     10.3210      5.7180   2582.2506   1291.1253
    615.0000      4.2498     10.3240      5.7200   2584.7386   1292.3693
    615.5000      4.2507     10.3260      5.7210   2585.9833   1292.9917
    616.0000      4.2521     10.3290      5.7220   2587.2285   1293.6142
    616.5000      4.2530     10.3310      5.7240   2589.7202   1294.8601
    617.0000      4.2544     10.3340      5.7250   2590.9668   1295.4834
    617.5000      4.2558     10.3370      5.7270   2593.4613   1296.7306
    618.0000      4.2567     10.3390      5.7280   2594.7092   1297.3546
    618.5000      4.2581     10.3420      5.7300   2597.2065   1298.6032
    619.0000      4.2591     10.3440      5.7310   2598.4558   1299.2279
    619.5000      4.2604     10.3470      5.7320   2599.7056   1299.8528
    620.0000      4.2614     10.3490      5.7340   2602.2066   1301.1033
